r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,delta_sigma_i,beta_i,rho_struct_i,M_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,r_scale,L_static,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
3.5,106.0,137.9797380052593,7.1,NGC3769,22.09,136.2,0.0,3210.285714285714,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,1,2.02045422031826,0.0,1.0,4.0822352564018685,4.0822352564018685,1.43325113768256e-06,0.002239727434731503,137.97973802343725,-31.97973802343725,-31.979738005259293,3.0613478007192,0.3266535085510607,NGC3769_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.24,116.0,127.15870477478134,5.3,NGC3769,28.99,123.81,0.0,2567.93893129771,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,1,2.02045422031826,0.0,1.0,4.0822352564018685,4.0822352564018685,6.394341252189324e-07,0.0018304739321135402,127.15870478795635,-11.158704787956353,-11.158704774781341,3.0613478007192,0.3266535085510607,NGC3769_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.72,126.0,105.31830800008136,4.4,NGC3769,36.96,98.62,0.0,1820.6422018348624,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,2,2.0062405501208933,0.014213670197366746,0.9574201190388024,3.853617075328756,7.935852331730624,4.4887039511698756e-07,0.0019784210485688154,105.31830801866384,20.681691981336158,20.68169199991864,3.0613478007192,0.3266535085510607,NGC3769_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.47,123.0,97.0566401643906,4.4,NGC3769,36.75,89.83,0.0,1444.9856733524357,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,2,2.0062405501208933,0.014213670197366746,0.9574201190388024,3.853617075328756,7.935852331730624,3.113583874248756e-07,0.001805525495898202,97.05664018118452,25.94335981881548,25.9433598356094,3.0613478007192,0.3266535085510607,NGC3769_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.31,118.0,90.09078532236246,4.6,NGC3769,34.7,83.14,0.0,1131.1129163281885,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,2,2.0062405501208933,0.014213670197366746,0.9574201190388024,3.853617075328756,7.935852331730624,2.2523601077277e-07,0.0016651292119871054,90.09078533775057,27.909214662249425,27.909214677637536,3.0613478007192,0.3266535085510607,NGC3769_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07,122.0,78.40565285743114,15.2,NGC3769,34.92,70.2,0.0,871.9390743995314,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.002289155264645,0.0039513948562484025,0.9879762757187875,3.9609568044714965,11.89680913620212,1.7559971495428575e-07,0.0017313252537491787,78.40565287654638,43.594347123453616,43.594347142568864,3.0613478007192,0.3266535085510607,NGC3769_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.82,121.0,60.845069644137965,10.2,NGC3769,33.73,50.64,0.0,460.1194217473287,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.002289155264645,0.0039513948562484025,0.9879762757187875,3.9609568044714965,11.89680913620212,5.0534793827693424e-08,0.0012680761568601487,60.84506965735199,60.15493034264801,60.154930355862035,3.0613478007192,0.3266535085510607,NGC3769_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.61,118.0,58.41294120312724,10.4,NGC3769,32.54,48.51,0.0,402.3114706732159,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.002289155264645,0.0039513948562484025,0.9879762757187875,3.9609568044714965,11.89680913620212,4.271571204991255e-08,0.001215890946609717,58.41294121578189,59.58705878421811,59.58705879687276,3.0613478007192,0.3266535085510607,NGC3769_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.16,113.0,56.41123469664531,10.5,NGC3769,31.57,46.75,0.0,343.62217438105495,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.002289155264645,0.0039513948562484025,0.9879762757187875,3.9609568044714965,11.89680913620212,3.7054370376076475e-08,0.0011734310389515874,56.4112347088498,56.5887652911502,56.58876530335469,3.0613478007192,0.3266535085510607,NGC3769_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87,24.3,35.64,3.9,NGC3917,0.0,35.64,0.0,678.7241379310345,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,1,2.048173842196159,0.0,1.0,4.195016087856576,4.195016087856576,2.3837213162139286e-05,0.0045539406508057585,35.64000029094242,-11.340000290942417,-11.34,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.74,49.6,47.54,3.9,NGC3917,0.0,47.54,0.0,1413.8850574712646,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,1,2.048173842196159,0.0,1.0,4.195016087856576,4.195016087856576,5.959303290534821e-06,0.0032201223153058315,47.5400001090575,2.0599998909424997,2.0600000000000023,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.61,73.6,60.47,5.2,NGC3917,0.0,60.47,0.0,2075.463601532567,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,1,2.048173842196159,0.0,1.0,4.195016087856576,4.195016087856576,2.6485792402376986e-06,0.0026292188606162844,60.470000057158856,13.129999942841138,13.129999999999995,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37,107.0,86.0731694548307,3.5,NGC3917,13.36,85.03,0.0,2619.9084668192218,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,2,2.014818524058862,0.03335531813729675,0.9096819661219383,3.692848196730993,7.887864284587569,1.7764660431915919e-06,0.002786244176081353,86.07316949992696,20.926830500073038,20.926830545169295,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.24,115.0,97.28408400144393,3.5,NGC3917,14.01,96.27,0.0,2523.854961832061,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,2,2.014818524058862,0.03335531813729675,0.9096819661219383,3.692848196730993,7.887864284587569,1.2355411390735357e-06,0.002544451919126264,97.28408403471883,17.71591596528117,17.71591599855607,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.11,123.0,105.04850308309966,3.9,NGC3917,12.18,104.34,0.0,2476.1047463175123,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,2,2.014818524058862,0.03335531813729675,0.9096819661219383,3.692848196730993,7.887864284587569,9.087352273305148e-07,0.002356347223774426,105.04850310952732,17.951496890472683,17.95149691690034,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.85,134.0,111.3441242275496,3.5,NGC3917,21.34,109.28,0.0,2287.388535031848,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,3,2.008300668148807,0.006517855910054937,0.9816727721197691,3.959352886453127,11.847217171040697,8.2687029580268e-07,0.0025477307200822926,111.34412425669767,22.65587574330233,22.6558757724504,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.72,136.0,110.78013043863056,3.9,NGC3917,21.77,108.62,0.0,2121.100917431193,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,3,2.008300668148807,0.006517855910054937,0.9816727721197691,3.959352886453127,11.847217171040697,6.701063515684263e-07,0.002417297537680597,110.7801304650041,25.219869534995894,25.219869561369435,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.6,137.0,111.17184625614527,4.0,NGC3917,27.37,107.75,0.0,1955.1041666666667,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,3,2.008300668148807,0.006517855910054937,0.9816727721197691,3.959352886453127,11.847217171040697,5.528842752072553e-07,0.0023038422346136575,111.17184628001682,25.828153719983177,25.828153743854728,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.35,137.0,108.24236231716306,3.5,NGC3917,32.11,103.37,0.0,1653.6563876651985,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,4,2.0054059113354863,0.0028947568133208534,0.9918185199962348,3.9887497966877095,15.835966967728407,5.287047580288597e-07,0.002449652833286292,108.24236234488232,28.757637655117676,28.757637682836943,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.19,137.0,105.81480661986771,3.5,NGC3917,32.87,100.58,0.0,1539.704675963905,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,4,2.0054059113354863,0.0028947568133208534,0.9918185199962348,3.9887497966877095,15.835966967728407,4.583503112879328e-07,0.002363744972411343,105.81480664626898,31.185193353731023,31.18519338013229,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.12,137.0,101.70230479197608,5.0,NGC3917,30.82,96.92,0.0,1430.564024390244,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,4,2.0054059113354863,0.0028947568133208534,0.9918185199962348,3.9887497966877095,15.835966967728407,3.9567377985558257e-07,0.0022784292816993997,101.70230481749782,35.29769518250218,35.297695208023924,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.94,138.0,98.39248802627161,5.0,NGC3917,32.01,93.04,0.0,1366.1406025824965,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,4,2.0054059113354863,0.0028947568133208534,0.9918185199962348,3.9887497966877095,15.835966967728407,3.5049303682709036e-07,0.0022104010797521882,98.3924880511001,39.6075119488999,39.60751197372839,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.86,137.0,93.92352474220715,7.5,NGC3917,31.79,88.38,0.0,1263.0551816958275,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,4,2.0054059113354863,0.0028947568133208534,0.9918185199962348,3.9887497966877095,15.835966967728407,3.084376055892357e-07,0.0021408836537878564,93.92352476660669,43.07647523339331,43.07647525779285,2.837935106623121,0.3523688747026732,NGC3917_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87,39.3,32.75,6.6,NGC4010,0.0,32.75,0.0,1775.2758620689654,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,1,2.048173842196159,0.0,1.0,4.195016087856576,4.195016087856576,2.3837213162139286e-05,0.0045539406508057585,32.750000316616415,6.549999683383582,6.549999999999997,2.4877760922159533,0.4019654353657139,NGC4010_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.74,54.6,63.957868945111045,5.6,NGC4010,11.53,62.91,0.0,1713.3103448275865,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,1,2.048173842196159,0.0,1.0,4.195016087856576,4.195016087856576,5.959303290534821e-06,0.0032201223153058315,63.95786902617369,-9.357869026173688,-9.357868945111044,2.4877760922159533,0.4019654353657139,NGC4010_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.61,65.5,84.18683982666175,6.7,NGC4010,13.36,83.12,0.0,1643.773946360153,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,1,2.048173842196159,0.0,1.0,4.195016087856576,4.195016087856576,2.6485792402376986e-06,0.0026292188606162844,84.186839867718,-18.686839867718007,-18.686839826661753,2.4877760922159533,0.4019654353657139,NGC4010_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37,94.3,99.52326813363797,6.3,NGC4010,19.72,97.55,0.0,2034.8947368421047,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,2,2.014818524058862,0.03335531813729675,0.9203690362498174,3.7362322904251024,7.931248378281678,1.7862367956388444e-06,0.0027938959889268872,99.5232681728542,-5.223268172854205,-5.223268133637973,2.4877760922159533,0.4019654353657139,NGC4010_pointwise_topostructure_v8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
