r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
18.38,135.0,64.05818058608908,8.39,NGC2403,41.07,49.16,0.0,991.5669205658324,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.0028503035508365,0.0023801327449519682,0.9884735694696073,0.005230436295788454,0.005170148035181404,0.4062516076782285,100.0,0.12025525914594343,1.486704968412509,64.07543048363469,70.92456951636531,70.94181941391092,NGC2403_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.88,133.0,63.00828913722384,7.83,NGC2403,40.27,48.46,0.0,936.917372881356,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.0028503035508365,0.0023801327449519682,0.9884735694696073,0.005230436295788454,0.005170148035181404,0.4062516076782285,100.0,0.11397014812504166,1.4668866338612492,63.02536200924673,69.97463799075328,69.99171086277616,NGC2403_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.38,134.0,62.22977824161034,6.26,NGC2403,39.87,47.78,0.0,926.5221878224976,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.0028503035508365,0.0023801327449519682,0.9884735694696073,0.005230436295788454,0.005170148035181404,0.4062516076782285,100.0,0.10816519740389338,1.4478402970243138,62.24661871560324,71.75338128439677,71.77022175838965,NGC2403_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.87,136.0,61.74738375024483,5.6,NGC2403,39.87,47.15,0.0,930.8505284348264,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.0028503035508365,0.0023801327449519682,0.9884735694696073,0.005230436295788454,0.005170148035181404,0.4062516076782285,100.0,0.10289620522278263,1.429876777130355,61.76393727409042,74.23606272590959,74.25261624975516,NGC2403_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.37,135.0,61.267669288132716,5.24,NGC2403,39.87,46.52,0.0,894.6980854197349,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.0028503035508365,0.0023801327449519682,0.9884735694696073,0.005230436295788454,0.005170148035181404,0.4062516076782285,100.0,0.09790684021551914,1.4122189402462089,61.283942940505966,73.71605705949403,73.73233071186729,NGC2403_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.87,134.0,60.85111174004958,3.12,NGC2403,39.87,45.97,0.0,860.3737422137038,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.0028503035508365,0.0023801327449519682,0.9884735694696073,0.005230436295788454,0.005170148035181404,0.4062516076782285,100.0,0.09327176487807412,1.3951995316102306,60.86710426604017,73.13289573395983,73.14888825995041,NGC2403_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.89,189.0,222.856756011569,10.0,NGC2683,7.68,203.92,89.57,12360.207612456748,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,1,2.011652895387903,0.0,1.0,0.01165289538790315,0.01165289538790315,0.13447441277640235,10000.0,161.00670822476064,21.571031193931326,223.89828736899608,-34.89828736899608,-33.85675601156899,NGC2683_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.77,212.0,238.81344350768867,5.0,NGC2683,21.36,229.24,63.44,7789.254766031197,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,1,2.011652895387903,0.0,1.0,0.01165289538790315,0.01165289538790315,0.13447441277640235,10000.0,40.39131850226396,15.266234236315878,239.30089575210133,-27.300895752101326,-26.813443507688675,NGC2683_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.66,206.0,205.3138022637543,5.0,NGC2683,17.89,197.87,51.78,4900.230946882217,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,1,2.011652895387903,0.0,1.0,0.01165289538790315,0.01165289538790315,0.13447441277640235,10000.0,17.93097365397468,12.461229146573814,205.69161293510103,0.30838706489896595,0.6861977362457026,NGC2683_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.54,200.0,191.9199512817779,5.0,NGC2683,24.41,185.0,44.86,3466.2045060658584,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,1,2.011652895387903,0.0,1.0,0.01165289538790315,0.01165289538790315,0.13447441277640235,10000.0,10.09782962556599,10.79485775168119,192.2232989361046,7.776701063895388,8.080048718222088,NGC2683_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.31,190.0,150.1313458275786,10.0,NGC2683,25.8,143.29,36.63,2085.4997111496245,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,2,2.002976747247724,0.00867614814017914,0.9786860281581582,0.01165289538790315,0.011404525903729455,0.3318867561699592,10000.0,11.07632745753797,13.846704600372691,150.7685385890902,39.23146141090979,39.8686541724214,NGC2683_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.2,169.0,137.24746300023182,10.0,NGC2683,23.72,130.86,33.91,1413.9108910891089,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,2,2.002976747247724,0.00867614814017914,0.9786860281581582,0.01165289538790315,0.011404525903729455,0.3318867561699592,10000.0,8.133681898097226,12.817970757556125,137.84471870311742,31.155281296882578,31.752536999768182,NGC2683_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.08,150.0,127.01034170491788,10.0,NGC2683,20.53,121.26,31.72,974.8700173310226,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,2,2.002976747247724,0.00867614814017914,0.9786860281581582,0.01165289538790315,0.011404525903729455,0.3318867561699592,10000.0,6.230434194865107,11.991597942621603,127.57517517611915,22.424824823880854,22.989658295082123,NGC2683_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.85,160.0,112.4125299955481,10.0,NGC2683,17.48,107.36,28.37,887.3483535528595,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,2,2.002976747247724,0.00867614814017914,0.9786860281581582,0.01165289538790315,0.011404525903729455,0.3318867561699592,10000.0,3.9874778847136674,10.72561126341941,112.92305184050771,47.07694815949229,47.5874700044519,NGC2683_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.74,155.0,106.83666692666895,10.0,NGC2683,16.5,102.03,27.05,756.9313169502205,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,2,2.002976747247724,0.00867614814017914,0.9786860281581582,0.01165289538790315,0.011404525903729455,0.3318867561699592,10000.0,3.2943980904430177,10.225663567253784,107.32491600458236,47.67508399541764,48.163333073331046,NGC2683_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.62,151.0,102.08162910142059,12.0,NGC2683,15.67,97.49,25.9,658.6077411900636,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,2,2.002976747247724,0.00867614814017914,0.9786860281581582,0.01165289538790315,0.011404525903729455,0.3318867561699592,10000.0,2.7690818643844923,9.791098720010494,102.55010782122558,48.44989217877442,48.91837089857941,NGC2683_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.44,285.0,289.9312589218348,14.4,NGC2841,-0.57,163.4,239.5,23611.918604651164,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.02544875488733,0.0,1.0,0.025448754887329894,0.025448754887329894,0.07812767750410277,1000000.0,6602.19016225855,150.70346432039779,326.7593442553241,-41.759344255324095,-4.931258921834797,NGC2841_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.77,297.0,286.07929722368937,13.6,NGC2841,-0.57,171.13,229.25,23397.61273209549,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.02544875488733,0.0,1.0,0.025448754887329894,0.025448754887329894,0.07812767750410277,1000000.0,5496.955406996656,143.9566666895889,320.25753103459937,-23.257531034599367,10.920702776310634,NGC2841_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.13,303.0,284.22515177232293,8.47,NGC2841,-0.43,180.88,219.24,22229.78208232445,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.02544875488733,0.0,1.0,0.025448754887329894,0.025448754887329894,0.07812767750410277,1000000.0,4580.414817704435,137.53949686224433,315.75473091803286,-12.754730918032863,18.77484822767707,NGC2841_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.47,306.0,282.78312361242496,5.93,NGC2841,-0.1,188.37,210.91,20947.65100671141,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.02544875488733,0.0,1.0,0.025448754887329894,0.025448754887329894,0.07812767750410277,1000000.0,3910.1180379313632,132.20524811652976,312.161052390514,-6.161052390513987,23.21687638757504,NGC2841_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8,307.0,281.6261658653187,5.93,NGC2841,-0.19,194.64,203.54,19635.208333333336,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.02544875488733,0.0,1.0,0.025448754887329894,0.025448754887329894,0.07812767750410277,1000000.0,3390.958225004461,127.5797769241717,309.17615816880414,-2.176158168804136,25.373834134681317,NGC2841_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.13,304.0,281.0518416591501,8.47,NGC2841,-0.28,200.57,196.88,18014.81481481481,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.02544875488733,0.0,1.0,0.025448754887329894,0.025448754887329894,0.07812767750410277,1000000.0,2968.7264648990867,123.4081308704265,306.95228369395187,-2.9522836939518697,22.948158340849886,NGC2841_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.48,308.0,281.0117926351134,8.47,NGC2841,-0.38,206.64,190.44,17310.948905109486,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.02544875488733,0.0,1.0,0.025448754887329894,0.025448754887329894,0.07812767750410277,1000000.0,2601.61960893304,119.40215851044344,305.32687902795755,2.6731209720424545,26.98820736488659,NGC2841_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.83,313.0,280.55263213878425,12.7,NGC2841,-0.48,211.29,184.57,16804.288164665522,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.02544875488733,0.0,1.0,0.025448754887329894,0.025448754887329894,0.07812767750410277,1000000.0,2298.6233006688294,115.76257531214168,303.4975341627989,9.5024658372011,32.44736786121575,NGC2841_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.16,314.0,280.233626461922,9.32,NGC2841,-0.53,215.14,179.57,16005.844155844155,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.02544875488733,0.0,1.0,0.025448754887329894,0.025448754887329894,0.07812767750410277,1000000.0,2058.9390470595476,112.61911263141268,302.01647294458434,11.983527055415664,33.76637353807803,NGC2841_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.86,317.0,284.37957257862246,8.47,NGC2841,8.02,227.72,170.15,14648.542274052475,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,2,2.012785294331137,0.012663460556193051,0.9637252122127644,0.025448754887329894,0.024525606704342628,0.15342129008643463,1000000.0,3260.148621884475,149.54805096064442,321.304156285174,-4.304156285173974,32.62042742137754,NGC2841_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.18,320.0,285.497386678057,7.63,NGC2841,12.15,231.73,166.32,14261.838440111422,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,2,2.012785294331137,0.012663460556193051,0.9637252122127644,0.025448754887329894,0.024525606704342628,0.15342129008643463,1000000.0,2976.0261420697125,146.1775211859215,320.7438627628914,-0.7438627628914105,34.50261332194299,NGC2841_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.51,316.0,286.64103840866886,20.5,NGC2841,16.24,235.48,162.63,13296.404793608524,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,2,2.012785294331137,0.012663460556193051,0.9637252122127644,0.025448754887329894,0.024525606704342628,0.15342129008643463,1000000.0,2720.2308167261167,142.92981995935327,320.2998881261327,-4.299888126132714,29.358961591331138,NGC2841_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.85,318.0,288.61413842707015,23.4,NGC2841,20.27,239.96,159.08,12882.03821656051,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,2,2.012785294331137,0.012663460556193051,0.9637252122127644,0.025448754887329894,0.024525606704342628,0.15342129008643463,1000000.0,2489.695972841651,139.8002624704509,320.69024663498413,-2.6902466349841347,29.385861572929855,NGC2841_pointwise_topostructure_v8_4_best_gamma.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
