r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_density_i,weight_geom_i,weight_density_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
13.91,133.0,73.60550319099788,3.81,NGC2403,46.25,57.26,0.0,1271.6750539180446,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,1673.7899969362934,152.58577540971453,169.4113011501412,-36.41130115014121,59.39449680900212,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.41,133.0,72.53176476551498,2.56,NGC2403,45.95,56.12,0.0,1227.5503122831367,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,1559.6504196581104,149.91518451202123,166.53954319402155,-33.53954319402155,60.46823523448502,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.91,134.0,71.52159184470099,0.56,NGC2403,45.66,55.05,0.0,1204.2924211938296,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,1456.8000280071183,147.38008148181402,163.81766241033395,-29.817662410333952,62.47840815529901,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.4,134.0,70.50497287425901,0.79,NGC2403,45.26,54.06,0.0,1165.9740259740258,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,1365.569431211879,145.01644472494468,161.247388942156,-27.247388942155993,63.49502712574099,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.9,133.0,69.45595510825547,0.67,NGC2403,44.76,53.11,0.0,1112.5157232704405,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,1281.0349523603072,142.7180988611076,158.7217232849016,-25.7217232849016,63.544044891744534,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4,134.0,68.41939198794446,2.35,NGC2403,44.16,52.26,0.0,1094.878048780488,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,1204.1137950111886,140.52567821641526,156.296767203239,-22.296767203239,65.58060801205554,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.89,134.0,67.26911995856642,4.13,NGC2403,43.36,51.43,0.0,1063.1142687981053,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,1135.2615496089848,138.4722628286826,153.9470755581143,-19.947075558114307,66.73088004143358,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.39,136.0,66.19743952752252,3.91,NGC2403,42.67,50.61,0.0,1063.5997699827487,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,1070.9176197189506,136.46705612312647,151.67517399664504,-15.675173996645043,69.80256047247748,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.89,136.0,65.09318320684586,6.38,NGC2403,41.87,49.84,0.0,1033.8736724427054,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,1011.8928958947911,134.54651206017127,149.46533513680626,-13.46533513680626,70.90681679315414,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.38,135.0,64.05818058608908,8.39,NGC2403,41.07,49.16,0.0,991.5669205658324,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,958.6591326920415,132.74093136210743,147.38929865794094,-12.389298657940941,70.94181941391092,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.88,133.0,63.00828913722384,7.83,NGC2403,40.27,48.46,0.0,936.917372881356,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,908.5550530620727,130.97144498634782,145.3394781255662,-12.339478125566188,69.99171086277616,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.38,134.0,62.22977824161034,6.26,NGC2403,39.87,47.78,0.0,926.5221878224976,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,862.2787482819023,129.27088667485523,143.46953489052393,-9.469534890523931,71.77022175838965,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.87,136.0,61.74738375024483,5.6,NGC2403,39.87,47.15,0.0,930.8505284348264,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,820.275034595047,127.66700802244715,141.8153882249863,-5.815388224986293,74.25261624975516,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.37,135.0,61.267669288132716,5.24,NGC2403,39.87,46.52,0.0,894.6980854197349,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,780.5004720144418,126.09042237590522,140.1874527728291,-5.18745277282909,73.73233071186729,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.87,134.0,60.85111174004958,3.12,NGC2403,39.87,45.97,0.0,860.3737422137038,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,5,2.038292067927222,0.029812408865306228,0.9172564368308782,0.03702003045277408,0.03395686122448215,0.32385844630620925,1000000.0,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,17889988026.41557,1.2417658237558797,0.09890999109560816,0.004283392078348595,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,743.5502601524835,124.57083900087665,138.63892573654172,-4.638925736541722,73.14888825995041,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.89,189.0,222.856756011569,10.0,NGC2683,7.68,203.92,89.57,12360.207612456748,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,1,2.6591192110537953,0.5250176835280671,0.8887818656820006,0.5158307078886762,0.45846097893336474,7.7858211979591765,1000000.0,2.0248386507235265,2.6938595414421274,0.033826819941678486,0.617601907263521,84685016096.57663,0.9825015881795538,0.271615438661863,0.04549546651023112,14.424999999999999,1.0,2.0,0.3966103692897618,0.5250176835280671,0.8923091562728602,2.4831750476237224,2.3875037723919323,2.396610369289762,0.009106596897829444,1.0098809892667509,13.220345643025393,52.50176835290671,0.993270019049889,1.0,6962324.563599414,932199.2310866939,1641.3579066859688,1656.418096840452,-1467.418096840452,-33.85675601156899,NGC2683_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.77,212.0,238.81344350768867,5.0,NGC2683,21.36,229.24,63.44,7789.254766031197,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,1,2.6591192110537953,0.5250176835280671,0.8887818656820006,0.5158307078886762,0.45846097893336474,7.7858211979591765,1000000.0,2.0248386507235265,2.6938595414421274,0.033826819941678486,0.617601907263521,84685016096.57663,0.9825015881795538,0.271615438661863,0.04549546651023112,14.424999999999999,1.0,2.0,0.3966103692897618,0.5250176835280671,0.8923091562728602,2.4831750476237224,2.3875037723919323,2.396610369289762,0.009106596897829444,1.0098809892667509,13.220345643025393,52.50176835290671,0.993270019049889,1.0,6962324.563599414,233858.306064031,1161.620603290704,1185.9149576548307,-973.9149576548307,-26.813443507688675,NGC2683_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.66,206.0,205.3138022637543,5.0,NGC2683,17.89,197.87,51.78,4900.230946882217,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,1,2.6591192110537953,0.5250176835280671,0.8887818656820006,0.5158307078886762,0.45846097893336474,7.7858211979591765,1000000.0,2.0248386507235265,2.6938595414421274,0.033826819941678486,0.617601907263521,84685016096.57663,0.9825015881795538,0.271615438661863,0.04549546651023112,14.424999999999999,1.0,2.0,0.3966103692897618,0.5250176835280671,0.8923091562728602,2.4831750476237224,2.3875037723919323,2.396610369289762,0.009106596897829444,1.0098809892667509,13.220345643025393,52.50176835290671,0.993270019049889,1.0,6962324.563599414,103817.03990579683,948.1854067555568,970.1594317349086,-764.1594317349086,0.6861977362457026,NGC2683_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.54,200.0,191.9199512817779,5.0,NGC2683,24.41,185.0,44.86,3466.2045060658584,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,1,2.6591192110537953,0.5250176835280671,0.8887818656820006,0.5158307078886762,0.45846097893336474,7.7858211979591765,1000000.0,2.0248386507235265,2.6938595414421274,0.033826819941678486,0.617601907263521,84685016096.57663,0.9825015881795538,0.271615438661863,0.04549546651023112,14.424999999999999,1.0,2.0,0.3966103692897618,0.5250176835280671,0.8923091562728602,2.4831750476237224,2.3875037723919323,2.396610369289762,0.009106596897829444,1.0098809892667509,13.220345643025393,52.50176835290671,0.993270019049889,1.0,6962324.563599414,58464.57651600775,821.3898057528651,843.5131775465807,-643.5131775465807,8.080048718222088,NGC2683_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.31,190.0,150.1313458275786,10.0,NGC2683,25.8,143.29,36.63,2085.4997111496245,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,2,2.1341015275257282,0.5250176835280671,0.8958364468637199,0.5340466429380699,0.4784184470691383,9.875485811694038,1000000.0,2.0071161184692263,2.1415217795943464,0.016241047794710084,0.2779388191459976,90771720697.67372,1.0171974386640257,0.2534022448662041,0.030330311006820748,14.424999999999999,1.0,2.0,0.3966103692897618,0.5250176835280671,0.8923091562728602,2.4831750476237224,2.3875037723919323,2.396610369289762,0.009106596897829444,1.0098809892667509,13.220345643025393,52.50176835290671,0.993270019049889,1.0,6962324.563599414,32958.264413713965,755.3195065675113,770.0954343465417,-580.0954343465417,39.8686541724214,NGC2683_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.2,169.0,137.24746300023182,10.0,NGC2683,23.72,130.86,33.91,1413.9108910891089,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,2,2.1341015275257282,0.5250176835280671,0.8958364468637199,0.5340466429380699,0.4784184470691383,9.875485811694038,1000000.0,2.0071161184692263,2.1415217795943464,0.016241047794710084,0.2779388191459976,90771720697.67372,1.0171974386640257,0.2534022448662041,0.030330311006820748,14.424999999999999,1.0,2.0,0.3966103692897618,0.5250176835280671,0.8923091562728602,2.4831750476237224,2.3875037723919323,2.396610369289762,0.009106596897829444,1.0098809892667509,13.220345643025393,52.50176835290671,0.993270019049889,1.0,6962324.563599414,24202.249317944414,699.2034297845493,712.5463509993417,-543.5463509993417,31.752536999768182,NGC2683_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
