r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,delta_d_eff_i,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
8.9,321.0,289.1324277904504,12.7,NGC2841,29.42,245.8,149.38,11577.640449438202,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,2,0.35,-0.8664388732793312,2.696746394352234,2.564415803702775,0.13233059064945918,0.0,0.13233059064945918,1.608317759788054,0.9100391034037145,0.5,0.13191389063482087,1.165262882334375,0.13191389063482087,1767.9197822607605,0.4145574457133595,181.18972890476837,8345.806609720632,181.16126719632854,9392.984359550563,9574.145626746891,291.90734159669114,29.09265840330886,31.86757220954962,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.24,323.0,287.4796989354205,11.0,NGC2841,31.74,245.24,146.61,11291.017316017316,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,2,0.35,-0.8664388732793312,2.696746394352234,2.564415803702775,0.13233059064945918,0.0,0.13233059064945918,1.608317759788054,0.9100391034037145,0.5,0.13191389063482087,1.165262882334375,0.13191389063482087,1767.9197822607605,0.4145574457133595,181.18972890476837,8345.806609720632,181.16126719632854,8944.218322510824,9125.379589707152,290.37649252116483,32.623507478835165,35.520301064579485,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.6,323.0,285.42702149586324,10.4,NGC2841,34.31,244.14,143.83,10867.604166666668,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,2,0.35,-0.8664388732793312,2.696746394352234,2.564415803702775,0.13233059064945918,0.0,0.13233059064945918,1.608317759788054,0.9100391034037145,0.5,0.13191389063482087,1.165262882334375,0.13191389063482087,1767.9197822607605,0.4145574457133595,181.18972890476837,8345.806609720632,181.16126719632854,8486.31089583333,8667.472163029659,288.4575059953974,34.54249400460259,37.572978504136756,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.27,321.0,283.18853454898203,13.6,NGC2841,38.95,243.6,139.06,10033.203505355405,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,-0.7467463943522339,1.3611621980550086,0.026758138873171855,0.4742080978405003,0.5,0.25754242614707734,1.1203270755309858,0.25754242614707734,716.8424911869887,0.9997709068861277,5.533166680462895,3384.28231326202,5.533161750242074,7808.738666017526,7814.271827767769,283.28884847655934,37.71115152344066,37.811465451017966,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.6,323.0,282.22792065988085,9.32,NGC2841,41.02,243.38,136.88,9842.358490566035,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,-0.7467463943522339,1.3611621980550086,0.026758138873171855,0.4742080978405003,0.5,0.25754242614707734,1.1203270755309858,0.25754242614707734,716.8424911869887,0.9997709068861277,5.533166680462895,3384.28231326202,5.533161750242074,7514.396150943397,7519.929312693639,282.33180960450164,40.66819039549836,40.77207934011915,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.93,322.0,281.29503159494305,11.9,NGC2841,43.22,243.08,134.8,9486.184812442818,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,-0.7467463943522339,1.3611621980550086,0.026758138873171855,0.4742080978405003,0.5,0.25754242614707734,1.1203270755309858,0.25754242614707734,716.8424911869887,0.9997709068861277,5.533166680462895,3384.28231326202,5.533161750242074,7239.423129002746,7244.956290752988,281.4025093312605,40.59749066873951,40.704968405056945,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.27,321.0,280.11192852143944,11.0,NGC2841,45.42,242.44,132.75,9142.945874001774,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,-0.7467463943522339,1.3611621980550086,0.026758138873171855,0.4742080978405003,0.5,0.25754242614707734,1.1203270755309858,0.25754242614707734,716.8424911869887,0.9997709068861277,5.533166680462895,3384.28231326202,5.533161750242074,6962.0845164152615,6967.617678165504,280.22321679854656,40.77678320145344,40.88807147856056,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.31,323.0,274.1813868591375,4.24,NGC2841,52.25,237.3,127.02,8475.142160844842,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,-0.7467463943522339,1.3611621980550086,0.026758138873171855,0.4742080978405003,0.5,0.25754242614707734,1.1203270755309858,0.25754242614707734,716.8424911869887,0.9997709068861277,5.533166680462895,3384.28231326202,5.533161750242074,6106.858887083673,6112.392048833915,274.3055707074603,48.69442929253972,48.81861314086251,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.35,319.0,257.62889220737645,4.24,NGC2841,56.77,222.06,117.64,7091.358885017422,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,-0.7467463943522339,1.3611621980550086,0.026758138873171855,0.4742080978405003,0.5,0.25754242614707734,1.1203270755309858,0.25754242614707734,716.8424911869887,0.9997709068861277,5.533166680462895,3384.28231326202,5.533161750242074,4625.271505226481,4630.804666976724,257.7829454620999,61.21705453790008,61.37110779262355,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4,308.0,240.95031458788344,4.24,NGC2841,51.89,207.98,110.04,5784.39024390244,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,-0.7467463943522339,1.3611621980550086,0.026758138873171855,0.4742080978405003,0.5,0.25754242614707734,1.1203270755309858,0.25754242614707734,716.8424911869887,0.9997709068861277,5.533166680462895,3384.28231326202,5.533161750242074,3540.064274390244,3545.597436140486,241.1385451409707,66.8614548590293,67.04968541211656,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.48,299.0,227.6905538225071,5.66,NGC2841,48.35,196.87,103.67,4837.7164502164505,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,-0.7467463943522339,1.3611621980550086,0.026758138873171855,0.4742080978405003,0.5,0.25754242614707734,1.1203270755309858,0.25754242614707734,716.8424911869887,0.9997709068861277,5.533166680462895,3384.28231326202,5.533161750242074,2805.3565097402598,2810.8896714905018,227.9149866269098,71.08501337309019,71.3094461774929,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.57,299.0,217.05240956967052,5.66,NGC2841,54.45,185.72,98.26,4346.183762761303,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,-0.7467463943522339,1.3611621980550086,0.026758138873171855,0.4742080978405003,0.5,0.25754242614707734,1.1203270755309858,0.25754242614707734,716.8424911869887,0.9997709068861277,5.533166680462895,3384.28231326202,5.533161750242074,2290.3134905201746,2295.8466522704166,217.3144395506255,81.68556044937449,81.94759043032948,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.59,296.0,202.46587539632452,5.66,NGC2841,66.17,168.93,89.87,3563.074420496137,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,4,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,0.0,0.6144158037027747,0.32246459002873784,0.050947591036740576,0.5,0.5316624764299183,1.018574266108204,0.5316624764299183,160.44961925751127,0.9672698510263884,27.10173430632244,757.4818168243995,27.090175759141804,1667.0366287108582,1694.12680447,204.10433146289986,91.89566853710014,93.53412460367548,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.68,293.0,193.0401836406089,4.24,NGC2841,61.9,161.21,86.28,3217.728635682159,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,4,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,0.0,0.6144158037027747,0.32246459002873784,0.050947591036740576,0.5,0.5316624764299183,1.018574266108204,0.5316624764299183,160.44961925751127,0.9672698510263884,27.10173430632244,757.4818168243995,27.090175759141804,1396.7208583208399,1423.8110340799817,194.90325392166727,98.09674607833273,99.95981635939111,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.77,289.0,184.27017392947778,4.24,NGC2841,58.85,153.59,83.08,2903.0587417448733,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,4,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,0.0,0.6144158037027747,0.32246459002873784,0.050947591036740576,0.5,0.5316624764299183,1.018574266108204,0.5316624764299183,160.44961925751127,0.9672698510263884,27.10173430632244,757.4818168243995,27.090175759141804,1180.239728884254,1207.3299046433958,186.3729630514858,102.62703694851419,104.72982607052222,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7,289.0,177.4628935862368,4.24,NGC2841,57.01,147.56,80.43,2720.5537459283387,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,4,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,0.0,0.6144158037027747,0.32246459002873784,0.050947591036740576,0.5,0.5316624764299183,1.018574266108204,0.5316624764299183,160.44961925751127,0.9672698510263884,27.10173430632244,757.4818168243995,27.090175759141804,1025.8331791530945,1052.9233549122364,179.79084235801793,109.20915764198207,111.53710641376321,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.79,288.0,171.75045647683152,4.24,NGC2841,57.38,141.95,77.82,2529.551692589204,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,4,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,0.0,0.6144158037027747,0.32246459002873784,0.050947591036740576,0.5,0.5316624764299183,1.018574266108204,0.5316624764299183,160.44961925751127,0.9672698510263884,27.10173430632244,757.4818168243995,27.090175759141804,899.6102256785605,926.7004014377023,174.31725721552144,113.68274278447856,116.24954352316848,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.88,285.0,167.52823314295412,4.24,NGC2841,60.43,136.82,75.46,2328.6983944954127,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,4,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,0.0,0.6144158037027747,0.32246459002873784,0.050947591036740576,0.5,0.5316624764299183,1.018574266108204,0.5316624764299183,160.44961925751127,0.9672698510263884,27.10173430632244,757.4818168243995,27.090175759141804,804.636149655963,831.7263254151048,170.3250252619352,114.6749747380648,117.47176685704588,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.96,283.0,164.3316235543238,2.83,NGC2841,64.09,132.38,73.3,2166.910173160173,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,4,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,0.0,0.6144158037027747,0.32246459002873784,0.050947591036740576,0.5,0.5316624764299183,1.018574266108204,0.5316624764299183,160.44961925751127,0.9672698510263884,27.10173430632244,757.4818168243995,27.090175759141804,730.6515827922076,757.7417585513494,167.3503373048823,115.64966269511771,118.66837644567619,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.9,275.0,161.66047166824671,2.83,NGC2841,66.9,128.66,71.45,1944.087403598972,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,4,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,0.0,0.6144158037027747,0.32246459002873784,0.050947591036740576,0.5,0.5316624764299183,1.018574266108204,0.5316624764299183,160.44961925751127,0.9672698510263884,27.10173430632244,757.4818168243995,27.090175759141804,671.827971722365,698.9181474815068,164.88758575778414,110.11241424221586,113.33952833175329,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.99,272.0,158.5730150435439,2.83,NGC2841,68.61,124.87,69.61,1804.9280312271285,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,4,0.35,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,0.0,0.6144158037027747,0.32246459002873784,0.050947591036740576,0.5,0.5316624764299183,1.018574266108204,0.5316624764299183,160.44961925751127,0.9672698510263884,27.10173430632244,757.4818168243995,27.090175759141804,613.452088314223,640.5422640733649,162.0365002225339,109.9634997774661,113.4269849564561,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.16,274.0,151.7352121295515,4.24,NGC2841,67.76,118.47,66.31,1662.444641275465,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,5,0.35,0.9507808740966728,3.3327733059338356,2.564415803702775,0.7683575022310607,1.3827733059338354,2.151130808164896,0.0019224683967481004,0.07776054256258015,0.5,0.8548082966687618,1.0359470827038455,0.8548082966687618,64.71128004671897,0.9999988173175837,0.11016534191407622,305.3342267285443,0.1101653371336931,509.82228963684673,509.93245497398044,151.7516051533721,122.24839484662789,122.26478787044849,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1,277.0,147.8638005057357,4.24,NGC2841,65.19,115.75,64.93,1629.0658174097664,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,5,0.35,0.9507808740966728,3.3327733059338356,2.564415803702775,0.7683575022310607,1.3827733059338354,2.151130808164896,0.0019224683967481004,0.07776054256258015,0.5,0.8548082966687618,1.0359470827038455,0.8548082966687618,64.71128004671897,0.9999988173175837,0.11016534191407622,305.3342267285443,0.1101653371336931,464.1975265392782,464.3076918764119,147.88134529878675,129.11865470121325,129.1361994942643,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.19,281.0,143.90104690376648,4.24,NGC2841,62.26,113.11,63.54,1605.2246391542997,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,5,0.35,0.9507808740966728,3.3327733059338356,2.564415803702775,0.7683575022310607,1.3827733059338354,2.151130808164896,0.0019224683967481004,0.07776054256258015,0.5,0.8548082966687618,1.0359470827038455,0.8548082966687618,64.71128004671897,0.9999988173175837,0.11016534191407622,305.3342267285443,0.1101653371336931,420.96993901199437,421.0801043491281,143.91987469746357,137.08012530253643,137.09895309623352,NGC2841_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
