r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,r_scale,L_static,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
2.05,49.9,46.864233696925,4.0,NGC0100,-3.92,46.7,0.0,1214.639024390244,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,2,2.036394843871562,0.11097017491497985,0.6607964735035364,2.740259512822778,2257966553.684099,3512955675.789322,3595.218606914706,85.84985814883532,97.80825396752131,-47.90825396752131,3.0357663030750004,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.51,55.5,50.432261499956546,4.0,NGC0100,3.21,50.33,0.0,1227.191235059761,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,2,2.036394843871562,0.11097017491497985,0.6607964735035364,2.740259512822778,2257966553.684099,3512955675.789322,2398.2010119774377,77.58533714603145,92.53592567248337,-37.03592567248337,5.067738500043454,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.97,61.9,53.637107490989855,4.0,NGC0100,7.43,53.12,0.0,1290.104377104377,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,2,2.036394843871562,0.11097017491497985,0.6607964735035364,2.740259512822778,2257966553.684099,3512955675.789322,1712.8531323968132,71.32442641352635,89.24187976067367,-27.34187976067367,8.262892509010143,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.88,73.1,56.365657097207695,4.0,NGC0100,11.97,55.08,0.0,1377.219072164948,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,3,2.0182270774712574,0.018167766400304597,0.9344195697484152,3.8061156693534777,7296873152.784157,10809828828.573479,3088.273256131095,109.46460721981626,123.12427678483496,-50.02427678483497,16.7343429027923,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.34,76.1,55.843868956224725,3.0,NGC0100,13.61,54.16,0.0,1334.3801843317972,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,3,2.0182270774712574,0.018167766400304597,0.9344195697484152,3.8061156693534777,7296873152.784157,10809828828.573479,2468.31005686572,103.50104176672438,117.60528621961355,-41.50528621961355,20.25613104377527,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.79,77.8,55.34125766550666,5.34,NGC0100,14.82,53.32,0.0,1263.6409185803757,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,3,2.0182270774712574,0.018167766400304597,0.9344195697484152,3.8061156693534777,7296873152.784157,10809828828.573479,2026.3205315135465,98.51941608611924,112.99880594922183,-35.198805949221835,22.458742334493337,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.24,79.0,54.778101463997444,4.0,NGC0100,15.7,52.48,0.0,1191.030534351145,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,3,2.0182270774712574,0.018167766400304597,0.9344195697484152,3.8061156693534777,7296873152.784157,10809828828.573479,1693.232507833895,94.19415237184106,108.96411675891109,-29.96411675891109,24.221898536002556,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.16,79.8,52.07020261147444,7.15,NGC0100,16.58,49.36,0.0,1033.7727272727273,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,4,2.01181042293064,0.006416654540617461,0.976327974504123,3.951571467379653,8083747948.013636,18893576776.587112,2141.4755147946344,114.85420833010407,126.10628521661776,-46.306285216617766,27.729797388525554,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.16,83.4,49.460630808755354,5.12,NGC0100,17.02,46.44,0.0,971.4469273743018,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,4,2.01181042293064,0.006416654540617461,0.976327974504123,3.951571467379653,8083747948.013636,18893576776.587112,1585.0701697471848,106.5321661067203,117.45406087228251,-34.054060872282506,33.93936919124465,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.98,86.1,47.76544462265583,5.53,NGC0100,18.01,44.24,0.0,928.973684210526,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,5,2.0087110171558122,0.0030994057748277015,0.9884950003728824,3.98849819791784,12658546260.60214,31552123037.189255,2130.9985724316684,130.40463415080276,138.8773066703294,-52.77730667032941,38.33455537734417,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.44,87.5,47.0189855271251,10.2,NGC0100,18.77,43.11,0.0,907.1386255924172,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,5,2.0087110171558122,0.0030994057748277015,0.9884950003728824,3.98849819791784,12658546260.60214,31552123037.189255,1905.0397774628495,126.80116609001058,135.2380150763329,-47.738015076332914,40.4810144728749,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9,89.0,46.33471376840478,7.77,NGC0100,19.76,41.91,0.0,890.0,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,5,2.0087110171558122,0.0030994057748277015,0.9884950003728824,3.98849819791784,12658546260.60214,31552123037.189255,1713.203402245646,123.4808093591318,131.88789171105228,-42.887891711052276,42.66528623159522,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.35,90.4,45.752136562132264,5.16,NGC0100,20.86,40.72,0.0,874.0278074866311,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,5,2.0087110171558122,0.0030994057748277015,0.9884950003728824,3.98849819791784,12658546260.60214,31552123037.189255,1552.2644798750623,120.47270598285668,128.86788151759086,-38.467881517590854,44.64786343786774,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.62,91.2,45.579285865401616,13.7,NGC0100,21.63,40.12,0.0,864.5987525987528,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,0.35,5,2.0087110171558122,0.0030994057748277015,0.9884950003728824,3.98849819791784,12658546260.60214,31552123037.189255,1466.3538959880625,118.7700487471701,127.21554849704953,-36.01554849704952,45.62071413459839,3.733520234736557,0.26784373382954535,NGC0100_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16,24.5,23.21,2.83,NGC2403,0.0,23.21,0.0,3751.5625,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,209747.40444469886,183.1927528892773,184.6572197644918,-160.1572197644918,1.2899999999999991,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.26,35.3,35.33,2.46,NGC2403,0.0,35.33,0.0,4792.653846153845,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,79430.96973053685,143.70821872787783,147.98736780529472,-112.68736780529473,-0.030000000000001137,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.36,43.2,47.00922569028339,1.12,NGC2403,1.92,46.97,0.0,5184.000000000001,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,41431.5860631504,122.12850192618488,130.86343371138534,-87.66343371138534,-3.809225690283384,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.46,52.0,56.726241722856976,1.25,NGC2403,2.29,56.68,0.0,5878.260869565217,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,25375.8674564475,108.04119135758292,122.02772443164648,-70.02772443164648,-4.726241722856976,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.56,60.9,63.8246229914443,2.93,NGC2403,2.64,63.77,0.0,6622.874999999999,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,17122.237097526435,97.92064529308824,116.88470932767385,-55.98470932767385,-2.924622991444302,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.66,65.8,67.62657465819188,1.25,NGC2403,3.0,67.56,0.0,6560.060606060605,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,12326.752878292678,90.19787635899843,112.73424723513777,-46.934247235137775,-1.8265746581918876,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.76,71.7,70.9087053893949,1.25,NGC2403,3.34,70.83,0.0,6764.328947368422,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,9296.28385350466,84.05459968772406,109.96917853955054,-38.26917853955054,0.7912946106051066,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.86,74.6,72.89295164829038,1.6,NGC2403,3.68,72.8,0.0,6471.116279069766,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,7260.050775803531,79.01673029929191,107.50360955424257,-32.90360955424258,1.7070483517096164,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96,74.6,74.9778453944897,1.03,NGC2403,4.02,74.87,0.0,5797.041666666666,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,5826.316790130524,74.78812819241637,105.90062048224885,-31.30062048224886,-0.3778453944897109,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.06,76.6,77.24371366007722,1.12,NGC2403,4.37,77.12,0.0,5535.43396226415,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,4778.865747405029,71.17301238706516,105.0342277176794,-28.434227717679406,-0.6437136600772249,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.16,78.5,79.61182952300493,1.6,NGC2403,4.75,79.47,0.0,5312.284482758621,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,3990.438134500811,68.0360803987189,104.72321440836765,-26.223214408367653,-1.1118295230049284,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.27,83.4,82.34121021699889,1.8,NGC2403,5.15,82.18,0.0,5476.818897637796,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,3329.1174615811838,65.02291270166312,104.9192740930288,-21.5192740930288,1.0587897830011173,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36,86.4,85.36800454502846,1.6,NGC2403,5.51,85.19,0.0,5488.941176470588,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,2903.0782622103643,62.83459585774461,105.99944639763972,-19.59944639763971,1.0319954549715504,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47,87.4,88.12843581954691,1.41,NGC2403,5.76,87.94,0.0,5196.435374149661,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.157478798170028,0.0,1.0,4.654714764553189,1248464523.5041635,1248464523.5041635,2484.859805536717,60.43793439669306,106.86142949698443,-19.461429496984422,-0.7284358195469025,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67,93.3,94.184948372869,1.6,NGC2403,6.21,93.98,0.0,5212.508982035928,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,2,2.0445695301072164,0.11290926806281165,0.576967640008232,2.4118773797796598,1615464392.9769924,2863928916.481156,4416.616055141083,85.88217982844641,127.46196810062837,-34.16196810062837,-0.8849483728690046,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77,93.3,97.07252958484186,1.41,NGC2403,6.42,96.86,0.0,4918.016949152542,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,2,2.0445695301072164,0.11290926806281165,0.576967640008232,2.4118773797796598,1615464392.9769924,2863928916.481156,3931.6609263567193,83.42085973934452,127.992639787026,-34.692639787025996,-3.7725295848418625,4.87089418483742,0.20530111352303537,NGC2403_pointwise_topostructure_v8_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
