r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,sigma_desc_i,beta_i,omega_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,a_i,psi_i,g_scale_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
3.29,101.0,103.60889247550135,3.4,NGC2403,15.05,102.51,0.0,3100.607902735562,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,3,0.35,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,-0.0547596355277717,1.0,1.1450775896374286,0.606921275899052,0.5,0.22855773838045038,0.22855773838045038,0.6148028508322447,2193.5137254026863,-31.436323568994766,3262.857933130699,3231.4216095617044,103.10856945694673,-2.108569456946725,-2.6088924755013494,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.39,103.0,104.08061731177423,2.93,NGC2403,16.15,102.82,0.0,3129.4985250737464,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,3,0.35,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,-0.0547596355277717,1.0,1.1450775896374286,0.606921275899052,0.5,0.22855773838045038,0.22855773838045038,0.6148028508322447,2193.5137254026863,-31.436323568994766,3195.5088200589967,3164.072496490002,103.56739720153783,-0.5673972015378297,-1.0806173117742333,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.49,107.0,104.47720373363751,2.46,NGC2403,17.15,103.06,0.0,3280.515759312321,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,3,0.35,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,-0.0547596355277717,1.0,1.1450775896374286,0.606921275899052,0.5,0.22855773838045038,0.22855773838045038,0.6148028508322447,2193.5137254026863,-31.436323568994766,3127.646446991404,3096.210123422409,103.95082169345372,3.049178306546281,2.5227962663624908,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.59,110.0,104.53593688296863,2.46,NGC2403,18.14,102.95,0.0,3370.473537604457,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,3,0.35,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,-0.0547596355277717,1.0,1.1450775896374286,0.606921275899052,0.5,0.22855773838045038,0.22855773838045038,0.6148028508322447,2193.5137254026863,-31.436323568994766,3043.9448746518106,3012.5085510828158,103.99473880147643,6.00526119852357,5.4640631170313725,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.69,112.0,104.8995328874252,3.4,NGC2403,19.24,103.12,0.0,3399.457994579946,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,3,0.35,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,-0.0547596355277717,1.0,1.1450775896374286,0.606921275899052,0.5,0.22855773838045038,0.22855773838045038,0.6148028508322447,2193.5137254026863,-31.436323568994766,2982.089972899729,2950.6536493307344,104.345157846593,7.654842153407003,7.100467112574805,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.79,114.0,104.90110819243047,5.1,NGC2403,20.24,102.93,0.0,3429.023746701847,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,3,0.35,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,-0.0547596355277717,1.0,1.1450775896374286,0.606921275899052,0.5,0.22855773838045038,0.22855773838045038,0.6148028508322447,2193.5137254026863,-31.436323568994766,2903.494063324539,2872.0577397555444,104.33167703853664,9.66832296146336,9.09889180756953,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9,118.0,104.635132245341,5.1,NGC2403,21.03,102.5,0.0,3570.25641025641,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,3,0.35,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,-0.0547596355277717,1.0,1.1450775896374286,0.606921275899052,0.5,0.22855773838045038,0.22855773838045038,0.6148028508322447,2193.5137254026863,-31.436323568994766,2807.310487179487,2775.8741636104924,104.04762966103995,13.952370338960051,13.364867754659002,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.99,118.0,104.30009108337345,4.85,NGC2403,21.83,101.99,0.0,3489.7243107769423,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,3,0.35,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,-0.0547596355277717,1.0,1.1450775896374286,0.606921275899052,0.5,0.22855773838045038,0.22855773838045038,0.6148028508322447,2193.5137254026863,-31.436323568994766,2726.443358395989,2695.007034826994,103.69704947084901,14.30295052915099,13.699908916626555,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.47,118.0,102.76078288919368,5.36,NGC2403,25.72,99.49,0.0,3114.9888143176736,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,3,0.35,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,-0.0547596355277717,1.0,1.1450775896374286,0.606921275899052,0.5,0.22855773838045038,0.22855773838045038,0.6148028508322447,2193.5137254026863,-31.436323568994766,2362.366554809844,2330.930231240849,102.07476737003418,15.92523262996582,15.239217110806322,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.97,121.0,100.96553718967677,2.57,NGC2403,27.81,97.06,0.0,2945.8752515090546,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,3,0.35,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,-0.0547596355277717,1.0,1.1450775896374286,0.606921275899052,0.5,0.22855773838045038,0.22855773838045038,0.6148028508322447,2193.5137254026863,-31.436323568994766,2051.1146277666003,2019.6783041976055,100.18882758003558,20.81117241996442,20.034462810323234,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.47,124.0,98.87521479116998,0.22,NGC2403,29.41,94.4,0.0,2810.9689213893967,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,3,0.35,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,-0.0547596355277717,1.0,1.1450775896374286,0.606921275899052,0.5,0.22855773838045038,0.22855773838045038,0.6148028508322447,2193.5137254026863,-31.436323568994766,1787.2592504570382,1755.8229268880434,98.00179289215885,25.998207107841154,25.12478520883002,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.96,125.0,96.16219059484865,0.88,NGC2403,30.7,91.13,0.0,2621.644295302013,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,3,0.35,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,-0.0547596355277717,1.0,1.1450775896374286,0.606921275899052,0.5,0.22855773838045038,0.22855773838045038,0.6148028508322447,2193.5137254026863,-31.436323568994766,1551.5380704697984,1520.1017469008036,95.18301535215613,29.816984647843867,28.837809405151347,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.96,126.0,91.23993971940139,0.55,NGC2403,33.29,84.95,0.0,2281.034482758621,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,4,0.35,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,-0.16924327139303086,1.0,1.0753254532288565,0.2155985728250985,0.5,0.4882606612362242,0.4882606612362242,0.869710971468937,657.8474244017021,-58.45588646821694,1196.081408045977,1137.62552157776,88.98243439118313,37.01756560881687,34.76006028059861,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.45,126.0,89.13484447734231,0.45,NGC2403,34.99,81.98,0.0,2131.006711409396,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,4,0.35,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,-0.16924327139303086,1.0,1.0753254532288565,0.2155985728250985,0.5,0.4882606612362242,0.4882606612362242,0.869710971468937,657.8474244017021,-58.45588646821694,1066.4457046979867,1007.9898182297698,86.65751061397843,39.34248938602157,36.86515552265769,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.95,126.0,87.15783671018917,0.24,NGC2403,36.58,79.11,0.0,1996.981132075472,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,4,0.35,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,-0.16924327139303086,1.0,1.0753254532288565,0.2155985728250985,0.5,0.4882606612362242,0.4882606612362242,0.869710971468937,657.8474244017021,-58.45588646821694,955.533144654088,897.0772581858711,84.44977325355987,41.55022674644013,38.84216328981083,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.45,127.0,85.51631891048632,1.45,NGC2403,38.38,76.42,0.0,1908.7573964497044,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,4,0.35,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,-0.16924327139303086,1.0,1.0753254532288565,0.2155985728250985,0.5,0.4882606612362242,0.4882606612362242,0.869710971468937,657.8474244017021,-58.45588646821694,865.4486153846154,806.9927289163985,82.57777279234145,44.42222720765855,41.48368108951368,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.94,128.0,84.18389988590455,1.12,NGC2403,39.97,74.09,0.0,1832.662192393736,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,4,0.35,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,-0.16924327139303086,1.0,1.0753254532288565,0.2155985728250985,0.5,0.4882606612362242,0.4882606612362242,0.869710971468937,657.8474244017021,-58.45588646821694,792.7213646532439,734.265478185027,81.02057377588818,46.97942622411182,43.81610011409545,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.44,128.0,82.87233193291956,1.68,NGC2403,41.47,71.75,0.0,1735.5932203389832,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,4,0.35,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,-0.16924327139303086,1.0,1.0753254532288565,0.2155985728250985,0.5,0.4882606612362242,0.4882606612362242,0.869710971468937,657.8474244017021,-58.45588646821694,727.5236652542374,669.0677787860204,79.47326488662733,48.526735113372666,45.127668067080435,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.94,127.0,81.5694875550901,2.56,NGC2403,42.57,69.58,0.0,1622.6358148893362,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,4,0.35,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,-0.16924327139303086,1.0,1.0753254532288565,0.2155985728250985,0.5,0.4882606612362242,0.4882606612362242,0.869710971468937,657.8474244017021,-58.45588646821694,669.3743762575452,610.9184897893283,77.92643831528503,49.073561684714974,45.430512444909894,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.43,127.0,80.64486158460439,1.24,NGC2403,43.96,67.61,0.0,1546.4046021093002,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,4,0.35,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,-0.16924327139303086,1.0,1.0753254532288565,0.2155985728250985,0.5,0.4882606612362242,0.4882606612362242,0.869710971468937,657.8474244017021,-58.45588646821694,623.5468552253117,565.0909687570947,76.77173180368213,50.22826819631787,46.355138415395615,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.93,128.0,79.70863253123842,0.21,NGC2403,45.06,65.75,0.0,1498.9935956084173,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,4,0.35,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,-0.16924327139303086,1.0,1.0753254532288565,0.2155985728250985,0.5,0.4882606612362242,0.4882606612362242,0.869710971468937,657.8474244017021,-58.45588646821694,581.2869258920402,522.8310394238233,75.5945980933981,52.405401906601895,48.29136746876158,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.43,130.0,78.77405664303446,1.13,NGC2403,45.76,64.12,0.0,1478.565179352581,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,4,0.35,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,-0.16924327139303086,1.0,1.0753254532288565,0.2155985728250985,0.5,0.4882606612362242,0.4882606612362242,0.869710971468937,657.8474244017021,-58.45588646821694,542.9004374453194,484.4445509771025,74.41237274585646,55.58762725414354,51.225943356965544,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.92,130.0,77.73239350489601,2.23,NGC2403,46.15,62.55,0.0,1417.7852348993288,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,4,0.35,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,-0.16924327139303086,1.0,1.0753254532288565,0.2155985728250985,0.5,0.4882606612362242,0.4882606612362242,0.869710971468937,657.8474244017021,-58.45588646821694,506.9064597315435,448.4505732633266,73.11313721417548,56.88686278582452,52.26760649510399,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.42,132.0,76.84104437083087,2.68,NGC2403,46.65,61.06,0.0,1402.8985507246375,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,4,0.35,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,-0.16924327139303086,1.0,1.0753254532288565,0.2155985728250985,0.5,0.4882606612362242,0.4882606612362242,0.869710971468937,657.8474244017021,-58.45588646821694,475.4062882447664,416.9504017765495,71.96196210543974,60.03803789456026,55.15895562916913,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.92,133.0,75.92635510809143,2.68,NGC2403,46.95,59.67,0.0,1369.1176470588236,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,4,0.35,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,-0.16924327139303086,1.0,1.0753254532288565,0.2155985728250985,0.5,0.4882606612362242,0.4882606612362242,0.869710971468937,657.8474244017021,-58.45588646821694,446.19283281733755,387.7369463491206,70.7782547597116,62.2217452402884,57.07364489190857,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.91,133.0,73.60550319099788,3.81,NGC2403,46.25,57.26,0.0,1271.6750539180446,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,5,0.35,3.0019933266640093,3.151202636438478,-0.14920930977446867,-1.0,-0.20590670809135145,1.0,1.0075188903100876,0.01647385269554338,0.5,0.8332534738859607,0.8332534738859607,0.9691309124892643,254.47700956983675,-43.98953574891814,389.48742631200565,345.49789056308754,69.32442324125421,63.67557675874579,59.39449680900212,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.41,133.0,72.53176476551498,2.56,NGC2403,45.95,56.12,0.0,1227.5503122831367,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,5,0.35,3.0019933266640093,3.151202636438478,-0.14920930977446867,-1.0,-0.20590670809135145,1.0,1.0075188903100876,0.01647385269554338,0.5,0.8332534738859607,0.8332534738859607,0.9691309124892643,254.47700956983675,-43.98953574891814,365.08375433726576,321.09421858834764,68.02181774885238,64.97818225114762,60.46823523448502,NGC2403_pointwise_topostructure_v5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
